broad_group,period_dt,bloc,weighted_price,q25,q75
Rare Earths,2018-01-01,Intermediary,13.832374985039207,3.9875026538147167,21.145897120113965
Rare Earths,2018-02-01,Adversary,16.44331490822953,9.883191310132073,19.813137386068984
Rare Earths,2018-02-01,Intermediary,12.94817966363287,4.802361855741873,17.73714357595972
Rare Earths,2018-03-01,Adversary,18.293132613633368,12.78663757479276,25.332078868245073
Rare Earths,2018-03-01,Intermediary,20.742337014566914,9.352051860988285,29.060864990905465
Rare Earths,2018-04-01,Adversary,19.592039295569258,14.429370770221194,29.12420928773949
Rare Earths,2018-04-01,Intermediary,14.404951875691092,5.0731425142728135,20.24670639874546
Rare Earths,2018-05-01,Adversary,18.87272032136676,13.270158257873653,25.735963687641004
Rare Earths,2018-05-01,Intermediary,14.326921669950524,3.7585391713513174,21.04033055878074
Rare Earths,2018-06-01,Adversary,16.808602288885442,10.63019860347393,21.648799106125267
Rare Earths,2018-06-01,Intermediary,12.813575246796114,4.121127855574852,18.224820461024265
Rare Earths,2018-07-01,Adversary,16.868893037657525,12.738162764892468,14.602041122150109
Rare Earths,2018-07-01,Intermediary,14.245417106706652,4.709225615360989,20.322714840783213
Rare Earths,2018-08-01,Adversary,18.203326041968786,13.698293785413862,22.7999240432346
Rare Earths,2018-08-01,Intermediary,15.770728685979854,3.8212678850030906,17.177802238698753
Rare Earths,2018-09-01,Adversary,18.42431529126903,13.538845745308658,23.015436692956516
Rare Earths,2018-09-01,Intermediary,14.513318673931671,3.5809530876536635,19.547582917010654
Rare Earths,2018-10-01,Adversary,20.186028650823957,14.661635744980448,25.601235245375577
Rare Earths,2018-10-01,Intermediary,15.353450817456535,4.094819270629056,22.637489232880668
Rare Earths,2018-11-01,Adversary,15.864680356967797,10.867432940213206,15.107947435181696
Rare Earths,2018-11-01,Intermediary,12.932678079046289,3.795547828589652,17.461380821357427
Rare Earths,2018-12-01,Adversary,15.566978802218141,8.233098661775959,20.46475781159877
Rare Earths,2018-12-01,Intermediary,15.589551985990441,4.068736128398819,19.495806654686564
Rare Earths,2019-01-01,Adversary,18.103397382602044,11.793823695912486,24.92563175906325
Rare Earths,2019-01-01,Intermediary,12.273867281891949,3.5599202189829624,17.28667740585055
Rare Earths,2019-02-01,Adversary,20.186274326630638,13.290833419037005,26.630184044445716
Rare Earths,2019-02-01,Intermediary,14.827369065158283,4.311398559896348,22.694693758089073
Rare Earths,2019-03-01,Adversary,17.103210837650924,10.493229468347973,21.913766965755947
Rare Earths,2019-03-01,Intermediary,15.73887428472803,5.165021138882104,22.155019744816183
Rare Earths,2019-04-01,Adversary,19.74897467657572,11.156322557340118,28.349562486888725
Rare Earths,2019-04-01,Intermediary,13.539050152694276,3.9352345664510144,20.422851976688555
Rare Earths,2019-05-01,Adversary,18.298207272071352,11.200513839485813,24.8316684694966
Rare Earths,2019-05-01,Intermediary,11.518906666274157,3.18739416259466,17.036385242554783
Rare Earths,2019-06-01,Adversary,20.137346855348476,14.919779308764724,26.412770566807975
Rare Earths,2019-06-01,Intermediary,14.244106297309104,4.172384048716426,18.41909548182118
Rare Earths,2019-07-01,Adversary,16.538171407550568,12.513464983293659,20.14641989127808
Rare Earths,2019-07-01,Intermediary,16.104848460072017,3.946569954212096,25.063936811603963
Rare Earths,2019-08-01,Adversary,17.506195614011574,11.761391190391912,19.28570886246225
Rare Earths,2019-08-01,Intermediary,11.161282218831902,2.8162853299133275,10.961266040281936
Rare Earths,2019-09-01,Adversary,19.219047653932424,11.647301381181533,26.33723613688335
Rare Earths,2019-09-01,Intermediary,15.72364372523728,4.327029390585211,23.93375316388587
Rare Earths,2019-10-01,Adversary,18.800554672763784,13.68225813948521,23.11394688160661
Rare Earths,2019-10-01,Intermediary,13.119134363635176,4.025380565640138,18.58851830791419
Rare Earths,2019-11-01,Adversary,23.494104183532603,16.84622280976626,28.915557416543287
Rare Earths,2019-11-01,Intermediary,14.462638706502092,4.100685570494848,20.258521021904482
Rare Earths,2019-12-01,Adversary,19.878881685215173,11.927337466593748,26.751359872689278
Rare Earths,2019-12-01,Intermediary,12.591855829659506,3.5861552458690826,15.133448975398634
Rare Earths,2020-01-01,Adversary,16.41729792809691,12.758071634748104,20.324479905151886
Rare Earths,2020-01-01,Intermediary,11.547170040489672,3.4460004140840566,15.296614867407916
Rare Earths,2020-02-01,Adversary,20.475159542037876,10.41284900159718,27.958404009638425
Rare Earths,2020-02-01,Intermediary,18.522247731544073,4.310410644867225,25.327491432785216
Rare Earths,2020-03-01,Adversary,15.783234770861826,11.145435258004076,21.54918046804538
Rare Earths,2020-03-01,Intermediary,13.057173650860793,3.0690056225281714,15.365557007822916
Rare Earths,2020-04-01,Adversary,18.10189519924782,10.893382396653307,24.8676785717859
Rare Earths,2020-04-01,Intermediary,16.89802328832593,5.568839956285707,19.55897812060018
Rare Earths,2020-05-01,Adversary,19.873809470315475,11.287086988520484,26.467551135100706
Rare Earths,2020-05-01,Intermediary,20.221442415401263,8.049594987881951,29.740657859144513
Rare Earths,2020-06-01,Adversary,19.4909842382535,13.19919074970155,25.707945340893176
Rare Earths,2020-06-01,Intermediary,17.61518441841848,6.14158438738187,18.93204076131026
Rare Earths,2020-07-01,Adversary,23.115192059479575,18.753451209923533,25.03530660074376
Rare Earths,2020-07-01,Intermediary,15.67072900109057,4.490831824681783,19.276830874832555
Rare Earths,2020-08-01,Adversary,20.698211648272522,14.403953498335675,29.105631608816264
Rare Earths,2020-08-01,Intermediary,14.133153374719079,3.5270592619797414,20.75119331944599
Rare Earths,2020-09-01,Adversary,19.737653038457836,13.2431619396231,28.595095837174238
Rare Earths,2020-09-01,Intermediary,14.624172445051853,3.7286623304310638,20.805007346091024
Rare Earths,2020-10-01,Adversary,20.90325316168688,14.35536517110643,26.384243244888815
Rare Earths,2020-10-01,Intermediary,15.289112907945405,4.693590708421427,19.88022297031899
Rare Earths,2020-11-01,Adversary,21.624253219383856,17.76618478852484,29.13826927887635
Rare Earths,2020-11-01,Intermediary,14.80187036903104,4.403969049848785,20.026660672642794
Rare Earths,2020-12-01,Adversary,20.260479591829814,12.899051633572427,30.300636953215975
Rare Earths,2020-12-01,Intermediary,15.829873546779195,4.4273661922870104,21.985991610023063
Rare Earths,2021-01-01,Adversary,22.8268532120971,17.074358279582437,29.54319143227372
Rare Earths,2021-01-01,Intermediary,16.7549525484569,3.562690533160147,27.778873002758093
Rare Earths,2021-02-01,Adversary,20.180608965234875,13.231633933013795,26.19088424228289
Rare Earths,2021-02-01,Intermediary,19.984220961895506,5.811871501865116,28.2774389727028
Rare Earths,2021-03-01,Adversary,19.71129864888579,16.43239232257925,21.859575050118774
Rare Earths,2021-03-01,Intermediary,21.090447593208932,5.919755814737234,30.699940718305875
Rare Earths,2021-04-01,Adversary,26.238620467241663,19.260277651961328,29.851602336331684
Rare Earths,2021-04-01,Intermediary,19.94791928871378,4.657948587850356,33.17438047313938
Rare Earths,2021-05-01,Adversary,25.851148626634707,18.754719824946662,32.78014271817835
Rare Earths,2021-05-01,Intermediary,19.856184166774685,4.949864384038142,30.12933541749423
Rare Earths,2021-06-01,Adversary,25.305092381450997,20.310716457537932,34.68473924155442
Rare Earths,2021-06-01,Intermediary,19.766556661035832,4.866323367920133,30.51248041881082
