period_dt,sq,broad_group
2023-10-01,0.7634570889186757,Rare Earths
2023-11-01,0.6818581667871529,Rare Earths
2023-12-01,0.7293918923172102,Rare Earths
2024-01-01,0.7710113605674975,Rare Earths
2024-02-01,0.730245017509958,Rare Earths
2024-03-01,0.6792117832441521,Rare Earths
2024-04-01,0.8049350457110288,Rare Earths
2024-05-01,0.7927142957490376,Rare Earths
2024-06-01,0.7609321808913484,Rare Earths
2024-07-01,0.7580229471334142,Rare Earths
2024-08-01,0.7716333431765997,Rare Earths
2024-09-01,0.8102465559487407,Rare Earths
2024-10-01,0.7541307247847042,Rare Earths
2024-11-01,0.7729559973302627,Rare Earths
2024-12-01,0.7636752922597996,Rare Earths
2017-01-01,1.0,Polysilicon
2017-02-01,1.0,Polysilicon
2017-03-01,1.0,Polysilicon
2017-04-01,1.0,Polysilicon
2017-05-01,1.0,Polysilicon
2017-06-01,1.0,Polysilicon
2017-07-01,1.0,Polysilicon
2017-08-01,1.0,Polysilicon
2017-09-01,1.0,Polysilicon
2017-10-01,1.0,Polysilicon
2017-11-01,1.0,Polysilicon
2017-12-01,1.0,Polysilicon
2018-01-01,1.0,Polysilicon
2018-02-01,1.0,Polysilicon
2018-03-01,1.0,Polysilicon
2018-04-01,1.0,Polysilicon
2018-05-01,1.0,Polysilicon
2018-06-01,1.0,Polysilicon
2018-07-01,1.0,Polysilicon
2018-08-01,1.0,Polysilicon
2018-09-01,1.0,Polysilicon
2018-10-01,1.0,Polysilicon
2018-11-01,1.0,Polysilicon
2018-12-01,1.0,Polysilicon
2019-01-01,1.0,Polysilicon
2019-02-01,1.0,Polysilicon
2019-03-01,1.0,Polysilicon
2019-04-01,1.0,Polysilicon
2019-05-01,1.0,Polysilicon
2019-06-01,1.0,Polysilicon
2019-07-01,1.0,Polysilicon
2019-08-01,1.0,Polysilicon
2019-09-01,1.0,Polysilicon
2019-10-01,1.0,Polysilicon
2019-11-01,1.0,Polysilicon
2019-12-01,1.0,Polysilicon
2020-01-01,1.0,Polysilicon
2020-02-01,1.0,Polysilicon
2020-03-01,1.0,Polysilicon
2020-04-01,1.0,Polysilicon
2020-05-01,1.0,Polysilicon
2020-06-01,1.0,Polysilicon
2020-07-01,1.0,Polysilicon
2020-08-01,1.0,Polysilicon
2020-09-01,1.0,Polysilicon
2020-10-01,1.0,Polysilicon
2020-11-01,1.0,Polysilicon
2020-12-01,1.0,Polysilicon
2021-01-01,1.0,Polysilicon
2021-02-01,1.0,Polysilicon
2021-03-01,1.0,Polysilicon
2021-04-01,1.0,Polysilicon
2021-05-01,1.0,Polysilicon
2021-06-01,1.0,Polysilicon
2021-07-01,1.0,Polysilicon
2021-08-01,1.0,Polysilicon
2021-09-01,1.0,Polysilicon
2021-10-01,1.0,Polysilicon
2021-11-01,1.0,Polysilicon
2021-12-01,1.0,Polysilicon
2022-01-01,1.0,Polysilicon
2022-02-01,1.0,Polysilicon
2022-03-01,1.0,Polysilicon
2022-04-01,1.0,Polysilicon
2022-05-01,1.0,Polysilicon
2022-06-01,1.0,Polysilicon
2022-07-01,1.0,Polysilicon
2022-08-01,1.0,Polysilicon
2022-09-01,1.0,Polysilicon
2022-10-01,1.0,Polysilicon
2022-11-01,1.0,Polysilicon
2022-12-01,1.0,Polysilicon
2023-01-01,1.0,Polysilicon
2023-02-01,1.0,Polysilicon
2023-03-01,1.0,Polysilicon
2023-04-01,1.0,Polysilicon
2023-05-01,1.0,Polysilicon
2023-06-01,1.0,Polysilicon
2023-07-01,1.0,Polysilicon
2023-08-01,1.0,Polysilicon
2023-09-01,1.0,Polysilicon
2023-10-01,1.0,Polysilicon
2023-11-01,1.0,Polysilicon
2023-12-01,1.0,Polysilicon
2024-01-01,1.0,Polysilicon
2024-02-01,1.0,Polysilicon
2024-03-01,1.0,Polysilicon
2024-04-01,1.0,Polysilicon
2024-05-01,1.0,Polysilicon
2024-06-01,1.0,Polysilicon
2024-07-01,1.0,Polysilicon
2024-08-01,1.0,Polysilicon
2024-09-01,1.0,Polysilicon
2024-10-01,1.0,Polysilicon
2024-11-01,1.0,Polysilicon
2024-12-01,1.0,Polysilicon
