period_dt,broad_group,bloc,qty
2022-09-01,Gallium/Germanium,Intermediary,2323244.122
2022-09-01,Graphite,Adversary,34704656.303
2022-09-01,Graphite,Intermediary,20437999.0
2022-09-01,Polysilicon,Adversary,166308.55599999998
2022-09-01,Polysilicon,Intermediary,87565.0
2022-09-01,Rare Earths,Adversary,7325814.106000001
2022-09-01,Rare Earths,Intermediary,5204351.0
2022-10-01,Gallium/Germanium,Adversary,15362949.359
2022-10-01,Gallium/Germanium,Intermediary,1522106.376
2022-10-01,Graphite,Adversary,32753213.674
2022-10-01,Graphite,Intermediary,16356213.0
2022-10-01,Polysilicon,Adversary,115120.486
2022-10-01,Polysilicon,Intermediary,458727.0
2022-10-01,Rare Earths,Adversary,6953672.0
2022-10-01,Rare Earths,Intermediary,4624193.197
2022-11-01,Gallium/Germanium,Adversary,15918746.942999998
2022-11-01,Gallium/Germanium,Intermediary,2096042.885
2022-11-01,Graphite,Adversary,30432815.0
2022-11-01,Graphite,Intermediary,19783644.0
2022-11-01,Polysilicon,Adversary,116395.016
2022-11-01,Polysilicon,Intermediary,15170.208999999999
2022-11-01,Rare Earths,Adversary,5995890.107
2022-11-01,Rare Earths,Intermediary,5183938.0
2022-12-01,Gallium/Germanium,Adversary,23235723.184
2022-12-01,Gallium/Germanium,Intermediary,2249724.927
2022-12-01,Graphite,Adversary,39395583.0
2022-12-01,Graphite,Intermediary,21375570.118
2022-12-01,Polysilicon,Adversary,189224.422
2022-12-01,Polysilicon,Intermediary,10332.415
2022-12-01,Rare Earths,Adversary,7436829.669
2022-12-01,Rare Earths,Intermediary,4448894.081
2023-01-01,Gallium/Germanium,Adversary,17762485.834
2023-01-01,Gallium/Germanium,Intermediary,1843677.973
2023-01-01,Graphite,Adversary,39197311.129999995
2023-01-01,Graphite,Intermediary,23112085.0
2023-01-01,Polysilicon,Adversary,67203.022
2023-01-01,Polysilicon,Intermediary,1353.0
2023-01-01,Rare Earths,Adversary,7992642.9
2023-01-01,Rare Earths,Intermediary,5821374.983
2023-02-01,Gallium/Germanium,Adversary,16215969.848
2023-02-01,Gallium/Germanium,Intermediary,1591335.29
2023-02-01,Graphite,Adversary,26476312.793
2023-02-01,Graphite,Intermediary,19423041.0
2023-02-01,Polysilicon,Adversary,86746.761
2023-02-01,Polysilicon,Intermediary,136594.211
2023-02-01,Rare Earths,Adversary,5090110.97
2023-02-01,Rare Earths,Intermediary,3160948.046
2023-03-01,Gallium/Germanium,Adversary,22704313.621999998
2023-03-01,Gallium/Germanium,Intermediary,2263328.51
2023-03-01,Graphite,Adversary,34828797.0
2023-03-01,Graphite,Intermediary,27444687.0
2023-03-01,Polysilicon,Adversary,81580.102
2023-03-01,Polysilicon,Intermediary,1015925.0
2023-03-01,Rare Earths,Adversary,7990698.515
2023-03-01,Rare Earths,Intermediary,5540864.0
2023-04-01,Gallium/Germanium,Adversary,21957087.582
2023-04-01,Gallium/Germanium,Intermediary,1764048.4849999999
2023-04-01,Graphite,Adversary,37078712.0
2023-04-01,Graphite,Intermediary,22142603.0
2023-04-01,Polysilicon,Adversary,90956.043
2023-04-01,Polysilicon,Intermediary,226298.0
2023-04-01,Rare Earths,Adversary,8235822.561
2023-04-01,Rare Earths,Intermediary,5724505.385
2023-05-01,Gallium/Germanium,Adversary,19815931.052
2023-05-01,Gallium/Germanium,Intermediary,2611974.293
2023-05-01,Graphite,Adversary,42130083.0
2023-05-01,Graphite,Intermediary,21525350.0
2023-05-01,Polysilicon,Adversary,83976.587
2023-05-01,Polysilicon,Intermediary,598700.0
2023-05-01,Rare Earths,Adversary,8949085.656
2023-05-01,Rare Earths,Intermediary,4941842.584
2023-06-01,Gallium/Germanium,Adversary,20744693.695
2023-06-01,Gallium/Germanium,Intermediary,2819665.046
2023-06-01,Graphite,Adversary,41437770.0
2023-06-01,Graphite,Intermediary,20273314.0
2023-06-01,Polysilicon,Adversary,49250.063
2023-06-01,Polysilicon,Intermediary,1756355.838
2023-06-01,Rare Earths,Adversary,8756077.682
2023-06-01,Rare Earths,Intermediary,5913332.542
2023-07-01,Gallium/Germanium,Adversary,21821286.107
2023-07-01,Gallium/Germanium,Intermediary,2945146.37
2023-07-01,Graphite,Adversary,41236256.0
2023-07-01,Graphite,Intermediary,20096731.093000002
2023-07-01,Polysilicon,Adversary,44368.767
2023-07-01,Polysilicon,Intermediary,888818.0
2023-07-01,Rare Earths,Adversary,8749482.953
2023-07-01,Rare Earths,Intermediary,5545592.0
2023-08-01,Gallium/Germanium,Adversary,21257576.742
2023-08-01,Gallium/Germanium,Intermediary,2124855.772
2023-08-01,Graphite,Adversary,35245555.672
2023-08-01,Graphite,Intermediary,21278813.0
2023-08-01,Polysilicon,Adversary,82339.0
2023-08-01,Polysilicon,Intermediary,61541.309
2023-08-01,Rare Earths,Adversary,8290202.296
2023-08-01,Rare Earths,Intermediary,5123595.0
2023-09-01,Gallium/Germanium,Adversary,19174906.51
2023-09-01,Gallium/Germanium,Intermediary,2702920.165
2023-09-01,Graphite,Adversary,32890417.049
2023-09-01,Graphite,Intermediary,22998689.879
2023-09-01,Polysilicon,Adversary,90896.035
2023-09-01,Polysilicon,Intermediary,172270.365
2023-09-01,Rare Earths,Adversary,8039600.898
2023-09-01,Rare Earths,Intermediary,4669937.602
2023-10-01,Gallium/Germanium,Adversary,13967458.469
2023-10-01,Gallium/Germanium,Intermediary,2982328.385
2023-10-01,Graphite,Adversary,31038219.0
2023-10-01,Graphite,Intermediary,20647828.0
2023-10-01,Polysilicon,Adversary,65615.839
2023-10-01,Polysilicon,Intermediary,442321.0
2023-10-01,Rare Earths,Adversary,7556080.836
2023-10-01,Rare Earths,Intermediary,4367803.0
2023-11-01,Gallium/Germanium,Adversary,16109822.536
2023-11-01,Gallium/Germanium,Intermediary,2655460.832
2023-11-01,Graphite,Adversary,57170894.0
2023-11-01,Graphite,Intermediary,31811605.0
2023-11-01,Polysilicon,Adversary,37303.437
2023-11-01,Polysilicon,Intermediary,1755654.0
2023-11-01,Rare Earths,Adversary,7104865.476
2023-11-01,Rare Earths,Intermediary,5379773.0
2023-12-01,Gallium/Germanium,Adversary,17773539.954
2023-12-01,Gallium/Germanium,Intermediary,3100032.97
2023-12-01,Graphite,Adversary,18936272.0
2023-12-01,Graphite,Intermediary,21807668.0
2023-12-01,Polysilicon,Adversary,124589.0
2023-12-01,Polysilicon,Intermediary,1237173.0
2023-12-01,Rare Earths,Adversary,6608840.176
2023-12-01,Rare Earths,Intermediary,5158709.0
2024-01-01,Gallium/Germanium,Adversary,17408532.189
2024-01-01,Gallium/Germanium,Intermediary,3167022.0
2024-01-01,Graphite,Adversary,28804189.0
2024-01-01,Graphite,Intermediary,24021424.0
2024-01-01,Polysilicon,Adversary,413941.458
2024-01-01,Polysilicon,Intermediary,596281.5009999999
2024-01-01,Rare Earths,Adversary,10159347.349
2024-01-01,Rare Earths,Intermediary,6161362.0
2024-02-01,Gallium/Germanium,Adversary,16124149.728
2024-02-01,Gallium/Germanium,Intermediary,2601166.849
2024-02-01,Graphite,Adversary,25751604.0
2024-02-01,Graphite,Intermediary,20104536.0
2024-02-01,Polysilicon,Adversary,40088.616
2024-02-01,Polysilicon,Intermediary,1822078.72
2024-02-01,Rare Earths,Adversary,5388474.285
2024-02-01,Rare Earths,Intermediary,4391758.818
2024-03-01,Gallium/Germanium,Adversary,19412465.687
2024-03-01,Gallium/Germanium,Intermediary,3692710.6859999998
2024-03-01,Graphite,Adversary,35027365.0
2024-03-01,Graphite,Intermediary,27901705.0
2024-03-01,Polysilicon,Adversary,299741.696
2024-03-01,Polysilicon,Intermediary,1865663.3080000002
2024-03-01,Rare Earths,Adversary,7768398.405
2024-03-01,Rare Earths,Intermediary,4421425.012
2024-04-01,Gallium/Germanium,Adversary,20516791.59
2024-04-01,Gallium/Germanium,Intermediary,2838367.829
2024-04-01,Graphite,Adversary,33235558.0
2024-04-01,Graphite,Intermediary,25044004.0
2024-04-01,Polysilicon,Adversary,545901.548
2024-04-01,Polysilicon,Intermediary,2712326.102
2024-04-01,Rare Earths,Adversary,8685190.88
2024-04-01,Rare Earths,Intermediary,5242738.589
2024-05-01,Gallium/Germanium,Adversary,18373456.844
2024-05-01,Gallium/Germanium,Intermediary,4052805.159
2024-05-01,Graphite,Adversary,29471186.0
2024-05-01,Graphite,Intermediary,22569687.0
2024-05-01,Polysilicon,Adversary,965040.0
2024-05-01,Polysilicon,Intermediary,3452032.737
2024-05-01,Rare Earths,Adversary,9801776.147
2024-05-01,Rare Earths,Intermediary,6301076.0
2024-06-01,Gallium/Germanium,Adversary,18852988.650000002
2024-06-01,Gallium/Germanium,Intermediary,2981369.049
2024-06-01,Graphite,Adversary,38156901.0
2024-06-01,Graphite,Intermediary,19825425.0
2024-06-01,Polysilicon,Adversary,333359.0
2024-06-01,Polysilicon,Intermediary,4378062.429
2024-06-01,Rare Earths,Adversary,8647222.079
2024-06-01,Rare Earths,Intermediary,6327851.006
2024-07-01,Gallium/Germanium,Adversary,13284830.095999999
2024-07-01,Gallium/Germanium,Intermediary,4532308.4799999995
2024-07-01,Graphite,Adversary,37267787.0
2024-07-01,Graphite,Intermediary,14867491.0
2024-07-01,Polysilicon,Adversary,497720.198
2024-07-01,Polysilicon,Intermediary,5998771.437
2024-07-01,Rare Earths,Adversary,8841066.668
2024-07-01,Rare Earths,Intermediary,6234135.641
2024-08-01,Gallium/Germanium,Adversary,15519614.608000001
2024-08-01,Gallium/Germanium,Intermediary,4259586.371
2024-08-01,Graphite,Adversary,29821683.0
2024-08-01,Graphite,Intermediary,22294306.0
2024-08-01,Polysilicon,Adversary,375392.481
2024-08-01,Polysilicon,Intermediary,4275148.113
2024-08-01,Rare Earths,Adversary,8580200.42
2024-08-01,Rare Earths,Intermediary,5953529.082
2024-09-01,Gallium/Germanium,Adversary,13789775.276
2024-09-01,Gallium/Germanium,Intermediary,6211698.135
2024-09-01,Graphite,Adversary,28168350.0
2024-09-01,Graphite,Intermediary,27769615.0
2024-09-01,Polysilicon,Adversary,782625.0
2024-09-01,Polysilicon,Intermediary,4147374.253
2024-09-01,Rare Earths,Adversary,7491763.54
2024-09-01,Rare Earths,Intermediary,5402892.0
2024-10-01,Gallium/Germanium,Adversary,14264585.101999998
2024-10-01,Gallium/Germanium,Intermediary,4993548.234
2024-10-01,Graphite,Adversary,29964846.0
2024-10-01,Graphite,Intermediary,20031403.0
2024-10-01,Polysilicon,Adversary,563106.782
2024-10-01,Polysilicon,Intermediary,3134501.348
2024-10-01,Rare Earths,Adversary,7286651.948
2024-10-01,Rare Earths,Intermediary,6606357.569
2024-11-01,Gallium/Germanium,Adversary,12151982.968
2024-11-01,Gallium/Germanium,Intermediary,4368860.0709999995
2024-11-01,Graphite,Adversary,26977880.0
2024-11-01,Graphite,Intermediary,22833189.0
2024-11-01,Polysilicon,Adversary,370492.708
2024-11-01,Polysilicon,Intermediary,3678595.377
2024-11-01,Rare Earths,Adversary,7694053.478
2024-11-01,Rare Earths,Intermediary,5833789.654
2024-12-01,Gallium/Germanium,Adversary,15569540.963
2024-12-01,Gallium/Germanium,Intermediary,5647497.05
2024-12-01,Graphite,Adversary,33092861.0
2024-12-01,Graphite,Intermediary,33251165.0
2024-12-01,Polysilicon,Adversary,937713.765
2024-12-01,Polysilicon,Intermediary,4932295.989
2024-12-01,Rare Earths,Adversary,7564159.908
2024-12-01,Rare Earths,Intermediary,5434746.0
