period_dt,sq,broad_group
2021-01-01,0.08030549493172137,Rare Earths
2021-02-01,0.08261595066795456,Rare Earths
2021-03-01,0.08641646457107609,Rare Earths
2021-04-01,0.08348319378097228,Rare Earths
2021-05-01,0.08307623131205433,Rare Earths
2021-06-01,0.07761606351455139,Rare Earths
2021-07-01,0.08792909502699102,Rare Earths
2021-08-01,0.08152293071180935,Rare Earths
2021-09-01,0.07922507229945754,Rare Earths
2021-10-01,0.08293901303104986,Rare Earths
2021-11-01,0.08728947409394351,Rare Earths
2021-12-01,0.07856194663860613,Rare Earths
2022-01-01,0.07778488472321671,Rare Earths
2022-02-01,0.09563978839016685,Rare Earths
2022-03-01,0.0977121236273391,Rare Earths
2022-04-01,0.09915073379607507,Rare Earths
2022-05-01,0.09578898189777958,Rare Earths
2022-06-01,0.08593657883724527,Rare Earths
2022-07-01,0.08917034975101443,Rare Earths
2022-08-01,0.09372651697272608,Rare Earths
2022-09-01,0.09040644612875448,Rare Earths
2022-10-01,0.10358092714740624,Rare Earths
2022-11-01,0.10103560861133996,Rare Earths
2022-12-01,0.08918710558056349,Rare Earths
2023-01-01,0.08162422337478974,Rare Earths
2023-02-01,0.09361134974314929,Rare Earths
2023-03-01,0.08774125061337948,Rare Earths
2023-04-01,0.09305294281540119,Rare Earths
2023-05-01,0.09216668967137634,Rare Earths
2023-06-01,0.09654570766981943,Rare Earths
2023-07-01,0.09655750735666035,Rare Earths
2023-08-01,0.0957385537650408,Rare Earths
2023-09-01,0.08899177480919697,Rare Earths
2023-10-01,0.08196271590888747,Rare Earths
2023-11-01,0.0858164880612519,Rare Earths
2023-12-01,0.08425040483380182,Rare Earths
2024-01-01,0.09061382586626901,Rare Earths
2024-02-01,0.08889955621145143,Rare Earths
2024-03-01,0.0882506219973525,Rare Earths
2024-04-01,0.08777107706814603,Rare Earths
2024-05-01,0.08000783262291843,Rare Earths
2024-06-01,0.08978090041401363,Rare Earths
2024-07-01,0.08773332945545728,Rare Earths
2024-08-01,0.08615072487176291,Rare Earths
2024-09-01,0.08450418401873908,Rare Earths
2024-10-01,0.08060889230983218,Rare Earths
2024-11-01,0.08136603645102786,Rare Earths
2024-12-01,0.09143203323506222,Rare Earths
2017-01-01,0.27908818860191226,Polysilicon
2017-02-01,0.20904497231849234,Polysilicon
2017-03-01,0.3160759292298176,Polysilicon
2017-04-01,0.23536119935339922,Polysilicon
2017-05-01,0.24384373759596367,Polysilicon
2017-06-01,0.15869946453833247,Polysilicon
2017-07-01,0.18393159071186913,Polysilicon
2017-08-01,0.2874631587863572,Polysilicon
2017-09-01,0.38463643471626896,Polysilicon
2017-10-01,0.3683692520926477,Polysilicon
2017-11-01,0.3959883704482656,Polysilicon
2017-12-01,0.25168818381898667,Polysilicon
2018-01-01,0.20461917188560697,Polysilicon
2018-02-01,0.1684857032192486,Polysilicon
2018-03-01,0.22622899377000505,Polysilicon
2018-04-01,0.19673103132071149,Polysilicon
2018-05-01,0.274068833945683,Polysilicon
2018-06-01,0.263960891879669,Polysilicon
2018-07-01,0.24660396745912236,Polysilicon
2018-08-01,0.2533404184359768,Polysilicon
2018-09-01,0.29366507284287374,Polysilicon
2018-10-01,0.35949141380725946,Polysilicon
2018-11-01,0.38001544976988805,Polysilicon
2018-12-01,0.35338881172058717,Polysilicon
2019-01-01,0.42307308454138276,Polysilicon
2019-02-01,0.29060106240120204,Polysilicon
2019-03-01,0.3078479140706415,Polysilicon
2019-04-01,0.32311774235406343,Polysilicon
2019-05-01,0.27529699521346457,Polysilicon
2019-06-01,0.24277106963820108,Polysilicon
2019-07-01,0.2852036331067858,Polysilicon
2019-08-01,0.30077434881757653,Polysilicon
2019-09-01,0.2441128899978193,Polysilicon
2019-10-01,0.2629887988644591,Polysilicon
2019-11-01,0.24015560249732512,Polysilicon
2019-12-01,0.1876044464983863,Polysilicon
2020-01-01,0.1751600214561691,Polysilicon
2020-02-01,0.19640541808326037,Polysilicon
2020-03-01,0.23357137138733924,Polysilicon
2020-04-01,0.2775947935656605,Polysilicon
2020-05-01,0.24475981007041508,Polysilicon
2020-06-01,0.2818804022015887,Polysilicon
2020-07-01,0.2443514181208004,Polysilicon
2020-08-01,0.2833072329429657,Polysilicon
2020-09-01,0.2934662593073962,Polysilicon
2020-10-01,0.22019122881700934,Polysilicon
2020-11-01,0.27619735476034324,Polysilicon
2020-12-01,0.2826771171678068,Polysilicon
2021-01-01,0.2832477257263593,Polysilicon
2021-02-01,0.31031017462085864,Polysilicon
2021-03-01,0.29305703166315006,Polysilicon
2021-04-01,0.33954300328179926,Polysilicon
2021-05-01,0.34246649120811967,Polysilicon
2021-06-01,0.3348048230754531,Polysilicon
2021-07-01,0.38783325993763534,Polysilicon
2021-08-01,0.2876091633904,Polysilicon
2021-09-01,0.2639350515734223,Polysilicon
2021-10-01,0.2682214317117181,Polysilicon
2021-11-01,0.3022314633797544,Polysilicon
2021-12-01,0.33304493137581015,Polysilicon
2022-01-01,0.26518027896590957,Polysilicon
2022-02-01,0.3668525814086724,Polysilicon
2022-03-01,0.2891485740700644,Polysilicon
2022-04-01,0.5987659178888686,Polysilicon
2022-05-01,0.33516848059729176,Polysilicon
2022-06-01,0.3926943288172128,Polysilicon
2022-07-01,0.28285909442652807,Polysilicon
2022-08-01,0.34988283287116806,Polysilicon
2022-09-01,0.2790625335154831,Polysilicon
2022-10-01,0.38132230157432656,Polysilicon
2022-11-01,0.43484089038307266,Polysilicon
2022-12-01,0.35740729332571,Polysilicon
2023-01-01,0.30892593293396176,Polysilicon
2023-02-01,0.2735806152068971,Polysilicon
2023-03-01,0.6835600105527507,Polysilicon
2023-04-01,0.249150661282229,Polysilicon
2023-05-01,0.420855807523155,Polysilicon
2023-06-01,0.6498172468927171,Polysilicon
2023-07-01,0.5697372160183649,Polysilicon
2023-08-01,0.28064241808895196,Polysilicon
2023-09-01,0.20472432075966746,Polysilicon
2023-10-01,0.16485917832377867,Polysilicon
2023-11-01,0.22336868965893422,Polysilicon
2023-12-01,0.23930725309521853,Polysilicon
2024-01-01,0.24050107033761356,Polysilicon
2024-02-01,0.21853140225637452,Polysilicon
2024-03-01,0.2813296915786567,Polysilicon
2024-04-01,0.3115203252647952,Polysilicon
2024-05-01,0.30265425172646077,Polysilicon
2024-06-01,0.29234117163062506,Polysilicon
2024-07-01,0.3110569701753537,Polysilicon
2024-08-01,0.2645349561359793,Polysilicon
2024-09-01,0.22218825638421055,Polysilicon
2024-10-01,0.2991624711997815,Polysilicon
2024-11-01,0.22916287468578816,Polysilicon
2024-12-01,0.45547361724616997,Polysilicon
