period_dt,bloc,val,qty,uv,hs6,broad_group
2020-12-01,Intermediary,121318.0,438.0,276.98173515981733,280461,Polysilicon
2021-01-01,Adversary,6380458.0,48692.445,131.0358927344889,280461,Polysilicon
2021-01-01,Intermediary,261839.0,50246.617,5.211077195505521,280461,Polysilicon
2021-02-01,Adversary,9433269.0,817838.199,11.534395203763282,280461,Polysilicon
2021-02-01,Intermediary,174516.0,2485.91,70.20205880341605,280461,Polysilicon
2021-03-01,Adversary,9312952.0,165552.66,56.25371407502604,280461,Polysilicon
2021-03-01,Intermediary,289239.0,21837.415,13.245111658133528,280461,Polysilicon
2021-04-01,Adversary,7962595.0,71264.0,111.7337645936237,280461,Polysilicon
2021-04-01,Intermediary,139432.0,671.126,207.75830469986263,280461,Polysilicon
2021-05-01,Adversary,8705221.0,118392.0,73.52879417528212,280461,Polysilicon
2021-05-01,Intermediary,63753.0,428.149,148.90376948211954,280461,Polysilicon
2021-06-01,Adversary,10609778.0,141929.31,74.75396026373974,280461,Polysilicon
2021-07-01,Adversary,10920911.0,138611.848,78.78771661712497,280461,Polysilicon
2021-07-01,Intermediary,8500.0,55.0,154.54545454545453,280461,Polysilicon
2021-08-01,Adversary,10664508.0,152720.0,69.83046097433211,280461,Polysilicon
2021-08-01,Intermediary,108168.0,462.549,233.85198108740911,280461,Polysilicon
2021-09-01,Adversary,10894522.0,149831.508,72.71182240253499,280461,Polysilicon
2021-09-01,Intermediary,150729.0,1093.775,137.80622157207833,280461,Polysilicon
2021-10-01,Adversary,14657633.0,417963.547,35.06916597202674,280461,Polysilicon
2021-10-01,Intermediary,458716.0,40583.194,11.303102461575596,280461,Polysilicon
2021-11-01,Adversary,13898167.0,168964.348,82.25502695988861,280461,Polysilicon
2021-11-01,Intermediary,173441.0,24810.015,6.990765624285193,280461,Polysilicon
2021-12-01,Adversary,14713421.0,133185.0,110.47355933475993,280461,Polysilicon
2021-12-01,Intermediary,552510.0,30351.0,18.204013047346052,280461,Polysilicon
2022-01-01,Adversary,14386618.0,126332.58,113.87892181098493,280461,Polysilicon
2022-01-01,Intermediary,353715.0,25387.443,13.932675299359609,280461,Polysilicon
2022-02-01,Adversary,12092423.0,157445.816,76.80371131615209,280461,Polysilicon
2022-02-01,Intermediary,34022.0,194.0,175.37113402061857,280461,Polysilicon
2022-03-01,Adversary,15092450.0,161369.339,93.52737077270918,280461,Polysilicon
2022-03-01,Intermediary,18335.0,669.107,27.402194267882418,280461,Polysilicon
2022-04-01,Adversary,13934434.0,126774.0,109.91555050720179,280461,Polysilicon
2022-04-01,Intermediary,120075.0,325.0,369.46153846153845,280461,Polysilicon
2022-05-01,Adversary,14027868.0,138471.0,101.30545746040687,280461,Polysilicon
2022-05-01,Intermediary,2159088.0,58947.92,36.627042989812026,280461,Polysilicon
2022-06-01,Adversary,12835071.0,122201.339,105.0321633546094,280461,Polysilicon
2022-06-01,Intermediary,124270.0,372.0,334.05913978494624,280461,Polysilicon
2022-07-01,Adversary,16592440.0,174484.80800000002,95.09389493668697,280461,Polysilicon
2022-07-01,Intermediary,142485.0,613.0,232.4388254486134,280461,Polysilicon
2022-08-01,Adversary,12171802.0,113105.0,107.6150656469652,280461,Polysilicon
2022-08-01,Intermediary,1313952.0,33740.194,38.94322599330638,280461,Polysilicon
2022-09-01,Adversary,13239403.0,166308.55599999998,79.60746769997812,280461,Polysilicon
2022-09-01,Intermediary,3253035.0,87565.0,37.14994575458231,280461,Polysilicon
2022-10-01,Adversary,13353814.0,115119.486,115.99959714900046,280461,Polysilicon
2022-10-01,Intermediary,17679195.0,458727.0,38.5396870033811,280461,Polysilicon
2022-11-01,Adversary,7900180.0,116385.016,67.87970025282293,280461,Polysilicon
2022-11-01,Intermediary,406020.0,15164.208999999999,26.774888159349427,280461,Polysilicon
2022-12-01,Adversary,13120365.0,189223.422,69.33795436803801,280461,Polysilicon
2022-12-01,Intermediary,354986.0,10331.415,34.359862613204484,280461,Polysilicon
2023-01-01,Adversary,7291333.0,67203.022,108.49710002624585,280461,Polysilicon
2023-01-01,Intermediary,218675.0,1350.0,161.9814814814815,280461,Polysilicon
2023-02-01,Adversary,8700910.0,86746.761,100.3024193606491,280461,Polysilicon
2023-02-01,Intermediary,4723371.0,136584.211,34.58211579082153,280461,Polysilicon
2023-03-01,Adversary,7611470.0,81577.102,93.30400091927757,280461,Polysilicon
2023-03-01,Intermediary,35536626.0,1015925.0,34.97957624824667,280461,Polysilicon
2023-04-01,Adversary,9301599.0,90952.043,102.26926953141668,280461,Polysilicon
2023-04-01,Intermediary,6456124.0,226295.0,28.52968028458428,280461,Polysilicon
2023-05-01,Adversary,8151175.0,83976.587,97.06485213551248,280461,Polysilicon
2023-05-01,Intermediary,13443128.0,598694.0,22.454088399082003,280461,Polysilicon
2023-06-01,Adversary,5691847.0,49239.0,115.59631592843071,280461,Polysilicon
2023-06-01,Intermediary,51584600.0,1756344.838,29.370428223389695,280461,Polysilicon
2023-07-01,Adversary,4904595.0,44365.869,110.54883203121751,280461,Polysilicon
2023-07-01,Intermediary,18561388.0,888818.0,20.883226937348255,280461,Polysilicon
2023-08-01,Adversary,5554136.0,82337.0,67.45613758091744,280461,Polysilicon
2023-08-01,Intermediary,1766068.0,61533.798,28.700780016861625,280461,Polysilicon
2023-09-01,Adversary,5542261.0,90896.035,60.97362772754609,280461,Polysilicon
2023-09-01,Intermediary,3735379.0,172268.0,21.683533796178047,280461,Polysilicon
2023-10-01,Adversary,3742869.0,65610.254,57.047012803821794,280461,Polysilicon
2023-10-01,Intermediary,6900676.0,442321.0,15.601058959443481,280461,Polysilicon
2023-11-01,Adversary,3200741.0,37298.378,85.81448233486186,280461,Polysilicon
2023-11-01,Intermediary,18062548.0,1755654.0,10.288216243063838,280461,Polysilicon
2023-12-01,Adversary,5573548.0,124589.0,44.73547423929882,280461,Polysilicon
2023-12-01,Intermediary,16768450.0,1237167.0,13.553909860188641,280461,Polysilicon
2024-01-01,Adversary,8048997.0,413940.474,19.444817565725646,280461,Polysilicon
